Hidden Layers: [4, 8], Activation: sigmoid, Epochs: 250, LR: 10, Batch Size: 512, Test Loss: 2.2779
Hidden Layers: [4, 8, 16], Activation: relu, Epochs: 250, LR: 0.1, Batch Size: 64, Test Loss: 0.8068
Hidden Layers: [4, 8, 16], Activation: relu, Epochs: 250, LR: 0.1, Batch Size: 128, Test Loss: 0.7251
Hidden Layers: [4, 8, 16], Activation: relu, Epochs: 250, LR: 0.1, Batch Size: 256, Test Loss: 0.7129
Hidden Layers: [4, 8, 16], Activation: relu, Epochs: 250, LR: 0.1, Batch Size: 512, Test Loss: 0.7037
Hidden Layers: [4, 8, 16], Activation: relu, Epochs: 250, LR: 0.01, Batch Size: 16, Test Loss: 0.6825
Hidden Layers: [4, 8, 16], Activation: relu, Epochs: 250, LR: 0.01, Batch Size: 32, Test Loss: 0.6550
Hidden Layers: [4, 8, 16], Activation: relu, Epochs: 250, LR: 0.01, Batch Size: 64, Test Loss: 0.6599
Hidden Layers: [4, 8, 16], Activation: relu, Epochs: 250, LR: 0.01, Batch Size: 128, Test Loss: 0.6686
Hidden Layers: [4, 8, 16], Activation: relu, Epochs: 250, LR: 0.01, Batch Size: 256, Test Loss: 0.6947
Hidden Layers: [4, 8, 16], Activation: relu, Epochs: 250, LR: 0.01, Batch Size: 512, Test Loss: 0.6769
Hidden Layers: [4, 8, 16], Activation: relu, Epochs: 250, LR: 0.001, Batch Size: 16, Test Loss: 0.6607
Hidden Layers: [4, 8, 16], Activation: relu, Epochs: 250, LR: 0.001, Batch Size: 32, Test Loss: 0.6692
Hidden Layers: [4, 8, 16], Activation: relu, Epochs: 250, LR: 0.001, Batch Size: 64, Test Loss: 0.6456
Hidden Layers: [4, 8, 16], Activation: relu, Epochs: 250, LR: 0.001, Batch Size: 128, Test Loss: 0.6663
Hidden Layers: [4, 8, 16], Activation: relu, Epochs: 250, LR: 0.001, Batch Size: 256, Test Loss: 0.6702
Hidden Layers: [4, 8, 16], Activation: relu, Epochs: 250, LR: 0.001, Batch Size: 512, Test Loss: 0.6650
Hidden Layers: [4, 8, 16], Activation: relu, Epochs: 250, LR: 0.0001, Batch Size: 16, Test Loss: 0.6516
Hidden Layers: [4, 8, 16], Activation: relu, Epochs: 250, LR: 0.0001, Batch Size: 32, Test Loss: 0.6857
Hidden Layers: [4, 8, 16], Activation: relu, Epochs: 250, LR: 0.0001, Batch Size: 64, Test Loss: 0.6755
Hidden Layers: [4, 8, 16], Activation: relu, Epochs: 250, LR: 0.0001, Batch Size: 128, Test Loss: 0.7025
Hidden Layers: [4, 8, 16], Activation: relu, Epochs: 250, LR: 0.0001, Batch Size: 256, Test Loss: 0.7083
Hidden Layers: [4, 8, 16], Activation: relu, Epochs: 250, LR: 0.0001, Batch Size: 512, Test Loss: 0.7582
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 1, LR: 10, Batch Size: 16, Test Loss: 2.2310
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 1, LR: 10, Batch Size: 32, Test Loss: 1.0406
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 1, LR: 10, Batch Size: 64, Test Loss: 1.3734
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 1, LR: 10, Batch Size: 128, Test Loss: 5.7517
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 1, LR: 10, Batch Size: 256, Test Loss: 17.4928
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 1, LR: 10, Batch Size: 512, Test Loss: 95.0938
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 1, LR: 1, Batch Size: 16, Test Loss: 0.9962
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 1, LR: 1, Batch Size: 32, Test Loss: 1.0006
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 1, LR: 1, Batch Size: 64, Test Loss: 1.2011
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 1, LR: 1, Batch Size: 128, Test Loss: 1.0214
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 1, LR: 1, Batch Size: 256, Test Loss: 1.2047
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 1, LR: 1, Batch Size: 512, Test Loss: 1.6271
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 1, LR: 0.1, Batch Size: 16, Test Loss: 0.8463
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 1, LR: 0.1, Batch Size: 32, Test Loss: 0.7678
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 1, LR: 0.1, Batch Size: 64, Test Loss: 0.8035
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 1, LR: 0.1, Batch Size: 128, Test Loss: 0.8099
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 1, LR: 0.1, Batch Size: 256, Test Loss: 0.9238
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 1, LR: 0.1, Batch Size: 512, Test Loss: 0.9866
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 1, LR: 0.01, Batch Size: 16, Test Loss: 0.7721
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 1, LR: 0.01, Batch Size: 32, Test Loss: 0.8247
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 1, LR: 0.01, Batch Size: 64, Test Loss: 0.9693
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 1, LR: 0.01, Batch Size: 128, Test Loss: 0.9990
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 1, LR: 0.01, Batch Size: 256, Test Loss: 1.0041
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 1, LR: 0.01, Batch Size: 512, Test Loss: 0.9993
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 1, LR: 0.001, Batch Size: 16, Test Loss: 0.9968
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 1, LR: 0.001, Batch Size: 32, Test Loss: 0.9989
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 1, LR: 0.001, Batch Size: 64, Test Loss: 0.9914
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 1, LR: 0.001, Batch Size: 128, Test Loss: 1.0169
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 1, LR: 0.001, Batch Size: 256, Test Loss: 1.0013
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 1, LR: 0.001, Batch Size: 512, Test Loss: 0.9993
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 1, LR: 0.0001, Batch Size: 16, Test Loss: 1.0319
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 1, LR: 0.0001, Batch Size: 32, Test Loss: 1.0620
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 1, LR: 0.0001, Batch Size: 64, Test Loss: 0.9894
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 1, LR: 0.0001, Batch Size: 128, Test Loss: 1.0319
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 1, LR: 0.0001, Batch Size: 256, Test Loss: 1.0275
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 1, LR: 0.0001, Batch Size: 512, Test Loss: 1.0197
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 10, LR: 10, Batch Size: 16, Test Loss: 1.3242
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 10, LR: 10, Batch Size: 32, Test Loss: 1.2245
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 10, LR: 10, Batch Size: 64, Test Loss: 2.7960
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 10, LR: 10, Batch Size: 128, Test Loss: 1.0205
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 10, LR: 10, Batch Size: 256, Test Loss: 1.0481
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 10, LR: 10, Batch Size: 512, Test Loss: 1.0640
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 10, LR: 1, Batch Size: 16, Test Loss: 1.3614
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 10, LR: 1, Batch Size: 32, Test Loss: 1.0238
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 10, LR: 1, Batch Size: 64, Test Loss: 1.0422
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 10, LR: 1, Batch Size: 128, Test Loss: 1.0412
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 10, LR: 1, Batch Size: 256, Test Loss: 1.0360
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 10, LR: 1, Batch Size: 512, Test Loss: 0.9995
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 10, LR: 0.1, Batch Size: 16, Test Loss: 0.8968
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 10, LR: 0.1, Batch Size: 32, Test Loss: 0.7965
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 10, LR: 0.1, Batch Size: 64, Test Loss: 0.7657
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 10, LR: 0.1, Batch Size: 128, Test Loss: 0.7532
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 10, LR: 0.1, Batch Size: 256, Test Loss: 0.7338
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 10, LR: 0.1, Batch Size: 512, Test Loss: 0.7339
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 10, LR: 0.01, Batch Size: 16, Test Loss: 0.6862
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 10, LR: 0.01, Batch Size: 32, Test Loss: 0.6994
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 10, LR: 0.01, Batch Size: 64, Test Loss: 0.6873
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 10, LR: 0.01, Batch Size: 128, Test Loss: 0.7055
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 10, LR: 0.01, Batch Size: 256, Test Loss: 0.7289
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 10, LR: 0.01, Batch Size: 512, Test Loss: 0.7548
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 10, LR: 0.001, Batch Size: 16, Test Loss: 0.7548
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 10, LR: 0.001, Batch Size: 32, Test Loss: 0.7524
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 10, LR: 0.001, Batch Size: 64, Test Loss: 0.8453
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 10, LR: 0.001, Batch Size: 128, Test Loss: 0.9940
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 10, LR: 0.001, Batch Size: 256, Test Loss: 1.0006
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 10, LR: 0.001, Batch Size: 512, Test Loss: 1.0020
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 10, LR: 0.0001, Batch Size: 16, Test Loss: 0.9922
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 10, LR: 0.0001, Batch Size: 32, Test Loss: 0.9987
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 10, LR: 0.0001, Batch Size: 64, Test Loss: 0.9916
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 10, LR: 0.0001, Batch Size: 128, Test Loss: 1.0017
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 10, LR: 0.0001, Batch Size: 256, Test Loss: 1.0252
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 10, LR: 0.0001, Batch Size: 512, Test Loss: 1.1349
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 25, LR: 10, Batch Size: 16, Test Loss: 1.0420
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 25, LR: 10, Batch Size: 32, Test Loss: 2.0771
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 25, LR: 10, Batch Size: 64, Test Loss: 3.2541
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 25, LR: 10, Batch Size: 128, Test Loss: 1.0086
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 25, LR: 10, Batch Size: 256, Test Loss: 1.0091
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 25, LR: 10, Batch Size: 512, Test Loss: 1.0504
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 25, LR: 1, Batch Size: 16, Test Loss: 1.2303
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 25, LR: 1, Batch Size: 32, Test Loss: 1.3343
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 25, LR: 1, Batch Size: 64, Test Loss: 1.0370
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 25, LR: 1, Batch Size: 128, Test Loss: 1.0023
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 25, LR: 1, Batch Size: 256, Test Loss: 1.0507
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 25, LR: 1, Batch Size: 512, Test Loss: 0.8783
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 25, LR: 0.1, Batch Size: 16, Test Loss: 0.8307
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 25, LR: 0.1, Batch Size: 32, Test Loss: 0.7613
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 25, LR: 0.1, Batch Size: 64, Test Loss: 0.7480
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 25, LR: 0.1, Batch Size: 128, Test Loss: 0.7041
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 25, LR: 0.1, Batch Size: 256, Test Loss: 0.6845
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 25, LR: 0.1, Batch Size: 512, Test Loss: 0.6844
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 25, LR: 0.01, Batch Size: 16, Test Loss: 0.6690
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 25, LR: 0.01, Batch Size: 32, Test Loss: 0.6749
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 25, LR: 0.01, Batch Size: 64, Test Loss: 0.6679
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 25, LR: 0.01, Batch Size: 128, Test Loss: 0.6791
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 25, LR: 0.01, Batch Size: 256, Test Loss: 0.6857
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 25, LR: 0.01, Batch Size: 512, Test Loss: 0.6995
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 25, LR: 0.001, Batch Size: 16, Test Loss: 0.7147
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 25, LR: 0.001, Batch Size: 32, Test Loss: 0.7196
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 25, LR: 0.001, Batch Size: 64, Test Loss: 0.7176
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 25, LR: 0.001, Batch Size: 128, Test Loss: 0.7707
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 25, LR: 0.001, Batch Size: 256, Test Loss: 0.9557
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 25, LR: 0.001, Batch Size: 512, Test Loss: 0.9950
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 25, LR: 0.0001, Batch Size: 16, Test Loss: 0.9754
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 25, LR: 0.0001, Batch Size: 32, Test Loss: 0.9954
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 25, LR: 0.0001, Batch Size: 64, Test Loss: 0.9879
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 25, LR: 0.0001, Batch Size: 128, Test Loss: 1.0022
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 25, LR: 0.0001, Batch Size: 256, Test Loss: 1.0343
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 25, LR: 0.0001, Batch Size: 512, Test Loss: 0.9995
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 50, LR: 10, Batch Size: 16, Test Loss: 2.1559
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 50, LR: 10, Batch Size: 32, Test Loss: 1.0051
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 50, LR: 10, Batch Size: 64, Test Loss: 0.9903
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 50, LR: 10, Batch Size: 128, Test Loss: 1.0471
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 50, LR: 10, Batch Size: 256, Test Loss: 1.2685
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 50, LR: 10, Batch Size: 512, Test Loss: 1.0237
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 50, LR: 1, Batch Size: 16, Test Loss: 1.3185
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 50, LR: 1, Batch Size: 32, Test Loss: 1.0105
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 50, LR: 1, Batch Size: 64, Test Loss: 1.0395
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 50, LR: 1, Batch Size: 128, Test Loss: 1.0002
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 50, LR: 1, Batch Size: 256, Test Loss: 1.0981
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 50, LR: 1, Batch Size: 512, Test Loss: 1.0031
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 50, LR: 0.1, Batch Size: 16, Test Loss: 0.8266
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 50, LR: 0.1, Batch Size: 32, Test Loss: 0.7512
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 50, LR: 0.1, Batch Size: 64, Test Loss: 0.7347
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 50, LR: 0.1, Batch Size: 128, Test Loss: 0.6949
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 50, LR: 0.1, Batch Size: 256, Test Loss: 0.6728
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 50, LR: 0.1, Batch Size: 512, Test Loss: 0.6995
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 50, LR: 0.01, Batch Size: 16, Test Loss: 0.6597
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 50, LR: 0.01, Batch Size: 32, Test Loss: 0.6611
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 50, LR: 0.01, Batch Size: 64, Test Loss: 0.6504
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 50, LR: 0.01, Batch Size: 128, Test Loss: 0.6678
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 50, LR: 0.01, Batch Size: 256, Test Loss: 0.6635
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 50, LR: 0.01, Batch Size: 512, Test Loss: 0.7160
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 50, LR: 0.001, Batch Size: 16, Test Loss: 0.6814
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 50, LR: 0.001, Batch Size: 32, Test Loss: 0.6897
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 50, LR: 0.001, Batch Size: 64, Test Loss: 0.6881
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 50, LR: 0.001, Batch Size: 128, Test Loss: 0.7078
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 50, LR: 0.001, Batch Size: 256, Test Loss: 0.7545
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 50, LR: 0.001, Batch Size: 512, Test Loss: 0.9196
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 50, LR: 0.0001, Batch Size: 16, Test Loss: 0.8466
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 50, LR: 0.0001, Batch Size: 32, Test Loss: 0.9603
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 50, LR: 0.0001, Batch Size: 64, Test Loss: 0.9819
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 50, LR: 0.0001, Batch Size: 128, Test Loss: 0.9990
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 50, LR: 0.0001, Batch Size: 256, Test Loss: 1.0082
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 50, LR: 0.0001, Batch Size: 512, Test Loss: 1.0018
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 100, LR: 10, Batch Size: 16, Test Loss: 1.6452
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 100, LR: 10, Batch Size: 32, Test Loss: 1.0224
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 100, LR: 10, Batch Size: 64, Test Loss: 1.4677
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 100, LR: 10, Batch Size: 128, Test Loss: 1.0414
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 100, LR: 10, Batch Size: 256, Test Loss: 1.7071
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 100, LR: 10, Batch Size: 512, Test Loss: 1.0433
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 100, LR: 1, Batch Size: 16, Test Loss: 1.0130
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 100, LR: 1, Batch Size: 32, Test Loss: 1.0020
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 100, LR: 1, Batch Size: 64, Test Loss: 1.0575
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 100, LR: 1, Batch Size: 128, Test Loss: 1.0119
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 100, LR: 1, Batch Size: 256, Test Loss: 1.0013
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 100, LR: 1, Batch Size: 512, Test Loss: 0.8700
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 100, LR: 0.1, Batch Size: 16, Test Loss: 0.9676
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 100, LR: 0.1, Batch Size: 32, Test Loss: 0.7900
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 100, LR: 0.1, Batch Size: 64, Test Loss: 0.7080
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 100, LR: 0.1, Batch Size: 128, Test Loss: 0.7108
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 100, LR: 0.1, Batch Size: 256, Test Loss: 0.6670
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 100, LR: 0.1, Batch Size: 512, Test Loss: 0.6677
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 100, LR: 0.01, Batch Size: 16, Test Loss: 0.6891
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 100, LR: 0.01, Batch Size: 32, Test Loss: 0.6596
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 100, LR: 0.01, Batch Size: 64, Test Loss: 0.6502
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 100, LR: 0.01, Batch Size: 128, Test Loss: 0.6565
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 100, LR: 0.01, Batch Size: 256, Test Loss: 0.6588
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 100, LR: 0.01, Batch Size: 512, Test Loss: 0.6727
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 100, LR: 0.001, Batch Size: 16, Test Loss: 0.6683
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 100, LR: 0.001, Batch Size: 32, Test Loss: 0.6718
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 100, LR: 0.001, Batch Size: 64, Test Loss: 0.6726
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 100, LR: 0.001, Batch Size: 128, Test Loss: 0.6796
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 100, LR: 0.001, Batch Size: 256, Test Loss: 0.7025
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 100, LR: 0.001, Batch Size: 512, Test Loss: 0.7301
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 100, LR: 0.0001, Batch Size: 16, Test Loss: 0.7458
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 100, LR: 0.0001, Batch Size: 32, Test Loss: 0.7794
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 100, LR: 0.0001, Batch Size: 64, Test Loss: 0.9219
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 100, LR: 0.0001, Batch Size: 128, Test Loss: 0.9882
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 100, LR: 0.0001, Batch Size: 256, Test Loss: 0.9980
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 100, LR: 0.0001, Batch Size: 512, Test Loss: 0.9993
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 250, LR: 10, Batch Size: 16, Test Loss: 0.9957
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 250, LR: 10, Batch Size: 32, Test Loss: 1.1458
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 250, LR: 10, Batch Size: 64, Test Loss: 1.1713
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 250, LR: 10, Batch Size: 128, Test Loss: 2.4191
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 250, LR: 10, Batch Size: 256, Test Loss: 1.0992
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 250, LR: 10, Batch Size: 512, Test Loss: 1.0384
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 250, LR: 1, Batch Size: 16, Test Loss: 0.9937
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 250, LR: 1, Batch Size: 32, Test Loss: 1.1200
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 250, LR: 1, Batch Size: 64, Test Loss: 1.0095
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 250, LR: 1, Batch Size: 128, Test Loss: 1.1569
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 250, LR: 1, Batch Size: 256, Test Loss: 1.0030
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 250, LR: 1, Batch Size: 512, Test Loss: 1.0177
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 250, LR: 0.1, Batch Size: 16, Test Loss: 0.8088
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 250, LR: 0.1, Batch Size: 32, Test Loss: 0.8723
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 250, LR: 0.1, Batch Size: 64, Test Loss: 0.7390
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 250, LR: 0.1, Batch Size: 128, Test Loss: 0.6760
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 250, LR: 0.1, Batch Size: 256, Test Loss: 0.6957
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 250, LR: 0.1, Batch Size: 512, Test Loss: 0.6853
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 250, LR: 0.01, Batch Size: 16, Test Loss: 0.6612
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 250, LR: 0.01, Batch Size: 32, Test Loss: 0.6610
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 250, LR: 0.01, Batch Size: 64, Test Loss: 0.6548
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 250, LR: 0.01, Batch Size: 128, Test Loss: 0.6502
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 250, LR: 0.01, Batch Size: 256, Test Loss: 0.6573
Hidden Layers: [4, 8, 16], Activation: softmax, Epochs: 250, LR: 0.01, Batch Size: 512, Test Loss: 0.6541
